TimeStamp,Vendor mall point name,Vendor name,VendorX,VendorY,VendorZ,Item name 1,Item name 2,Total price,Item price,Item type,Item hue
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional short spear,[mastercrafted by Ya Mama],200,1,5123,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional short spear,[mastercrafted by Ya Mama],200,1,5123,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional war fork,[mastercrafted by Ya Mama],200,1,5125,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional war fork,[mastercrafted by Ya Mama],200,1,5125,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional broadsword,[mastercrafted by Ya Mama],200,1,3934,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional broadsword,[mastercrafted by Ya Mama],200,1,3934,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional broadsword,[mastercrafted by Ya Mama],200,1,3934,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional longsword,[mastercrafted by Ya Mama],200,1,3937,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional longsword,[mastercrafted by Ya Mama],200,1,3937,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional longsword,[mastercrafted by Ya Mama],200,1,3937,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional katana,[mastercrafted by Ya Mama],200,1,5119,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional halberd,[mastercrafted by Ya Mama],200,1,5182,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional halberd,[mastercrafted by Ya Mama],200,1,5182,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional halberd,[mastercrafted by Ya Mama],200,1,5182,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional axe,[mastercrafted by Ya Mama],200,1,3913,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional axe,[mastercrafted by Ya Mama],200,1,3913,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional axe,[mastercrafted by Ya Mama],200,1,3913,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional axe,[mastercrafted by Ya Mama],200,1,3913,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional axe,[mastercrafted by Ya Mama],200,1,3913,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional kryss,[mastercrafted by Ya Mama],1000,1,5121,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional mace,[mastercrafted by Ya Mama],1000,1,3932,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins,(blessed),11000,1,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,exceptional cutlass,[mastercrafted by Ya Mama],1000,1,5185,0
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins : 10,(blessed),110000,10,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins : 10,(blessed),110000,10,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins : 10,(blessed),110000,10,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins : 10,(blessed),110000,10,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins : 10,(blessed),110000,10,16898,2843
2020-05-19 01:08:52.898921,cambria MG,METAL WEPS/PREV.COIN,1678,3151,7,prevalia coins : 10,(blessed),110000,10,16898,2843
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,siege tools,(500 / 500 charges),500,1,42521,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,siege tools,(500 / 500 charges),500,1,42521,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,siege tools,(500 / 500 charges),500,1,42521,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,siege tools,(500 / 500 charges),500,1,42521,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,siege tools,(500 / 500 charges),500,1,42521,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional copperwood item identification wand,[138 uses remaining],3000,1,20496,2413
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional copperwood item identification wand,[138 uses remaining],3000,1,20496,2413
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional copperwood item identification wand,[138 uses remaining],3000,1,20496,2413
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional copperwood item identification wand,[138 uses remaining],3000,1,20496,2413
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional copperwood item identification wand,[138 uses remaining],3000,1,20496,2413
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,ship repair kit,[10 uses remaining],1000,1,25758,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,a disguise kit,[5 uses remaining],1000,1,42564,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,siege tools,(500 / 500 charges),500,1,42521,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional leather boarding rope,[20 uses remaining],200,1,5370,0
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional copperwood item identification wand,[138 uses remaining],3000,1,20496,2413
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,exceptional bronzewood container identification wand,[30 uses remaining],5500,1,20495,2418
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:10:38.648921,cambria MG,ID Wands & Misc.,1677,3148,10,adventurer's rope,[25 uses remaining],250,1,5370,2799
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional quarter staff,[mastercrafted by Ya Mama],1500,1,3721,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional quarter staff,[mastercrafted by Ya Mama],350,1,3721,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional quarter staff,[mastercrafted by Ya Mama],350,1,3721,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood quarter staff,[mastercrafted by Ya Mama],450,1,3721,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood quarter staff,[mastercrafted by Ya Mama],450,1,3721,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood quarter staff,[mastercrafted by Ya Mama],450,1,3721,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood quarter staff,[mastercrafted by Ya Mama],650,1,3721,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional bronzewood club,[mastercrafted by Ya Mama],550,1,5044,2418
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood club,[mastercrafted by Ya Mama],350,1,5044,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood club,[mastercrafted by Ya Mama],450,1,5044,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood club,[mastercrafted by Ya Mama],250,1,5044,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood club,[mastercrafted by Ya Mama],250,1,5044,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood club,[mastercrafted by Ya Mama],250,1,5044,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood club,[mastercrafted by Ya Mama],250,1,5044,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional club,[mastercrafted by Ya Mama],150,1,5044,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional club,[mastercrafted by Ya Mama],150,1,5044,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional crossbow,[mastercrafted by Ya Mama],350,1,3920,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional crossbow,[mastercrafted by Ya Mama],350,1,3920,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional crossbow,[mastercrafted by Ya Mama],350,1,3920,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional crossbow,[mastercrafted by Ya Mama],350,1,3920,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional crossbow,[mastercrafted by Ya Mama],350,1,3920,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional crossbow,[mastercrafted by Ya Mama],350,1,3920,0
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood crossbow,[mastercrafted by Ya Mama],450,1,3920,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood crossbow,[mastercrafted by Ya Mama],450,1,3920,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood crossbow,[mastercrafted by Ya Mama],450,1,3920,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood crossbow,[mastercrafted by Ya Mama],450,1,3920,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood crossbow,[mastercrafted by Ya Mama],450,1,3920,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional dullwood crossbow,[mastercrafted by Ya Mama],450,1,3920,2419
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood crossbow,[mastercrafted by Ya Mama],550,1,3920,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood crossbow,[mastercrafted by Ya Mama],550,1,3920,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood crossbow,[mastercrafted by Ya Mama],550,1,3920,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood crossbow,[mastercrafted by Ya Mama],550,1,3920,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood crossbow,[mastercrafted by Ya Mama],550,1,3920,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional shadowwood crossbow,[mastercrafted by Ya Mama],550,1,3920,2406
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood crossbow,[mastercrafted by Ya Mama],650,1,3920,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood crossbow,[mastercrafted by Ya Mama],650,1,3920,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood crossbow,[mastercrafted by Ya Mama],650,1,3920,2413
2020-05-19 01:12:59.383296,cambria MG,MC WOODEN WEAPONS,1680,3151,7,exceptional copperwood crossbow,[mastercrafted by Ya Mama],650,1,3920,2413
